MAZ,HHq1,HHq2,HHq3,HHq4
712152,11.0,18.0,30.0,51.0
712156,4.0,4.0,4.0,7.0
712162,3.0,7.0,18.0,40.0
712174,0.0,2.0,2.0,2.0
712176,4.0,5.0,9.0,17.0
712179,19.0,22.0,20.0,42.0
712199,0.0,0.0,2.0,0.0
712212,0.0,0.0,0.0,0.0
712218,36.0,77.0,66.0,102.0
712221,1.0,1.0,0.0,3.0
712225,1.0,0.0,0.0,0.0
712228,4.0,19.0,22.0,43.0
712230,5.0,10.0,10.0,34.0
712235,16.0,25.0,23.0,30.0
712237,12.0,20.0,12.0,20.0
712239,64.0,112.0,112.0,155.0
712240,20.0,35.0,31.0,26.0
712241,0.0,0.0,0.0,0.0
712243,27.0,41.0,52.0,83.0
712245,44.0,48.0,61.0,105.0
712246,2.0,11.0,13.0,14.0
712247,13.0,12.0,12.0,27.0
712252,14.0,17.0,27.0,71.0
712253,5.0,7.0,11.0,21.0
712257,3.0,8.0,15.0,35.0
712264,0.0,2.0,4.0,3.0
712269,4.0,9.0,20.0,18.0
712271,0.0,0.0,2.0,7.0
712272,43.0,45.0,61.0,91.0
712275,8.0,16.0,13.0,17.0
712276,5.0,7.0,10.0,16.0
712277,16.0,18.0,30.0,40.0
712279,10.0,10.0,3.0,17.0
712280,41.0,6.0,13.0,13.0
712281,0.0,0.0,0.0,0.0
712282,19.0,6.0,12.0,9.0
712289,8.0,9.0,16.0,23.0
712290,7.0,11.0,10.0,15.0
712291,6.0,3.0,4.0,2.0
712292,15.0,10.0,9.0,15.0
712295,8.0,15.0,24.0,25.0
712298,11.0,19.0,28.0,48.0
712299,0.0,0.0,0.0,0.0
712300,3.0,22.0,19.0,36.0
712304,0.0,2.0,4.0,11.0
712305,0.0,0.0,0.0,0.0
712308,34.0,102.0,90.0,127.0
712309,5.0,7.0,7.0,12.0
712323,46.0,12.0,18.0,19.0
712330,2.0,4.0,5.0,9.0
712333,9.0,7.0,7.0,9.0
712337,9.0,7.0,9.0,12.0
712338,9.0,6.0,5.0,5.0
712339,10.0,7.0,5.0,7.0
712340,18.0,11.0,7.0,14.0
712341,5.0,14.0,15.0,10.0
712342,2.0,3.0,3.0,10.0
712350,0.0,0.0,0.0,0.0
712353,0.0,0.0,0.0,0.0
712354,0.0,0.0,0.0,0.0
712357,41.0,15.0,23.0,46.0
712359,9.0,21.0,18.0,36.0
712360,0.0,0.0,0.0,0.0
712361,0.0,0.0,0.0,0.0
712371,0.0,0.0,0.0,0.0
712377,100.0,161.0,178.0,235.0
712379,6.0,13.0,15.0,29.0
712380,0.0,0.0,0.0,0.0
712383,24.0,56.0,56.0,74.0
712386,2.0,3.0,2.0,7.0
712391,35.0,78.0,81.0,127.0
712392,17.0,23.0,32.0,39.0
712394,26.0,32.0,45.0,87.0
712396,11.0,11.0,12.0,27.0
712400,0.0,0.0,0.0,0.0
712403,1.0,1.0,0.0,2.0
712409,16.0,21.0,31.0,44.0
712410,30.0,24.0,39.0,55.0
712416,6.0,12.0,6.0,14.0
712417,5.0,14.0,11.0,11.0
712419,17.0,11.0,12.0,21.0
712425,1.0,12.0,10.0,20.0
712437,0.0,0.0,0.0,0.0
712440,0.0,0.0,0.0,0.0
712441,4.0,6.0,11.0,9.0
712443,4.0,10.0,4.0,8.0
712445,0.0,0.0,0.0,0.0
712447,9.0,14.0,20.0,31.0
712449,17.0,24.0,32.0,50.0
712450,21.0,26.0,16.0,20.0
712454,7.0,17.0,23.0,58.0
712458,147.0,27.0,49.0,71.0
712460,188.0,0.0,0.0,0.0
712461,6.0,2.0,6.0,6.0
712463,4.0,0.0,5.0,4.0
712466,7.0,14.0,22.0,30.0
712467,60.0,85.0,91.0,128.0
712468,13.0,20.0,33.0,57.0
712469,4.0,12.0,23.0,45.0
712470,5.0,9.0,10.0,30.0
712476,5.0,9.0,3.0,5.0
712477,34.0,44.0,55.0,79.0
712478,4.0,13.0,11.0,14.0
712480,3.0,15.0,7.0,17.0
712486,6.0,10.0,16.0,22.0
712493,16.0,15.0,9.0,9.0
712497,19.0,21.0,16.0,22.0
712498,11.0,24.0,24.0,33.0
712503,19.0,24.0,40.0,93.0
712507,5.0,13.0,11.0,31.0
712519,0.0,0.0,0.0,0.0
712520,8.0,16.0,13.0,66.0
712532,4.0,3.0,7.0,15.0
712538,7.0,13.0,8.0,12.0
712545,1.0,1.0,1.0,7.0
712546,0.0,1.0,3.0,7.0
712556,0.0,0.0,0.0,0.0
712562,0.0,0.0,0.0,0.0
712563,13.0,18.0,26.0,24.0
712568,27.0,46.0,38.0,54.0
712570,43.0,43.0,36.0,70.0
712575,16.0,35.0,28.0,80.0
712577,0.0,0.0,0.0,0.0
712583,0.0,1.0,2.0,5.0
712585,30.0,41.0,44.0,70.0
712586,4.0,17.0,16.0,20.0
712587,13.0,24.0,26.0,47.0
712588,1.0,9.0,11.0,17.0
712589,3.0,12.0,12.0,31.0
712591,8.0,14.0,31.0,48.0
712592,2.0,10.0,11.0,28.0
712594,4.0,5.0,3.0,6.0
712595,8.0,7.0,4.0,8.0
712596,0.0,0.0,3.0,1.0
712597,98.0,0.0,0.0,0.0
712598,4.0,10.0,9.0,16.0
712604,22.0,11.0,14.0,21.0
712608,1.0,8.0,6.0,18.0
712609,3.0,8.0,3.0,19.0
712610,12.0,19.0,18.0,22.0
712616,13.0,21.0,31.0,53.0
712619,10.0,9.0,15.0,24.0
712635,0.0,0.0,0.0,0.0
712637,1.0,0.0,2.0,0.0
712648,0.0,0.0,0.0,0.0
712651,3.0,3.0,9.0,19.0
712653,13.0,11.0,13.0,28.0
712654,4.0,3.0,4.0,22.0
712659,13.0,46.0,26.0,38.0
712661,5.0,12.0,10.0,10.0
712662,15.0,21.0,28.0,38.0
712677,0.0,1.0,1.0,0.0
712679,3.0,9.0,9.0,16.0
712680,0.0,0.0,1.0,2.0
712681,21.0,8.0,3.0,28.0
712682,0.0,0.0,0.0,0.0
712684,7.0,2.0,4.0,8.0
712685,21.0,37.0,35.0,66.0
712686,11.0,28.0,34.0,40.0
712692,1.0,1.0,2.0,7.0
712693,6.0,11.0,22.0,47.0
712697,7.0,14.0,35.0,55.0
712703,21.0,11.0,24.0,37.0
712704,23.0,28.0,29.0,56.0
712708,7.0,16.0,29.0,56.0
712710,7.0,18.0,21.0,36.0
712711,5.0,15.0,18.0,34.0
712714,3.0,10.0,11.0,23.0
712718,3.0,6.0,11.0,13.0
712723,4.0,0.0,4.0,7.0
712728,6.0,21.0,18.0,20.0
712729,31.0,44.0,41.0,69.0
712730,21.0,35.0,24.0,46.0
712731,14.0,21.0,15.0,19.0
712733,9.0,3.0,11.0,13.0
712734,1.0,4.0,2.0,6.0
712736,25.0,15.0,11.0,16.0
712737,43.0,24.0,19.0,33.0
712749,31.0,63.0,64.0,89.0
712754,9.0,33.0,32.0,48.0
712755,35.0,28.0,28.0,45.0
712757,7.0,12.0,17.0,22.0
712758,99.0,52.0,56.0,70.0
712760,0.0,0.0,0.0,0.0
712763,12.0,29.0,21.0,17.0
712766,43.0,62.0,76.0,89.0
712768,10.0,17.0,17.0,15.0
712770,11.0,16.0,18.0,25.0
712780,4.0,6.0,4.0,4.0
712781,12.0,27.0,15.0,37.0
712784,11.0,10.0,14.0,18.0
712785,43.0,53.0,51.0,92.0
712786,13.0,15.0,12.0,13.0
712795,0.0,1.0,2.0,1.0
712796,0.0,1.0,1.0,5.0
712797,5.0,1.0,2.0,5.0
712798,31.0,32.0,38.0,69.0
712801,1.0,6.0,4.0,5.0
712805,0.0,0.0,0.0,0.0
712813,16.0,29.0,20.0,33.0
712814,13.0,20.0,8.0,26.0
712816,57.0,99.0,102.0,175.0
712820,0.0,0.0,0.0,0.0
712822,6.0,12.0,12.0,31.0
712823,5.0,6.0,7.0,12.0
712824,42.0,34.0,40.0,105.0
712827,5.0,11.0,15.0,18.0
712835,3.0,10.0,9.0,28.0
712836,41.0,1.0,2.0,1.0
712839,0.0,0.0,0.0,0.0
712845,0.0,0.0,0.0,0.0
712846,13.0,11.0,17.0,28.0
712847,11.0,15.0,15.0,28.0
712848,16.0,27.0,36.0,65.0
712849,1.0,10.0,6.0,6.0
712850,4.0,9.0,12.0,15.0
712855,0.0,2.0,4.0,2.0
712858,14.0,41.0,24.0,60.0
712859,2.0,2.0,4.0,0.0
712860,55.0,16.0,16.0,44.0
712862,5.0,7.0,9.0,10.0
712863,4.0,6.0,9.0,19.0
712864,31.0,53.0,55.0,104.0
712865,10.0,25.0,17.0,28.0
712866,5.0,11.0,10.0,12.0
712871,1.0,11.0,7.0,5.0
712878,0.0,0.0,0.0,0.0
712880,0.0,0.0,0.0,0.0
712882,0.0,0.0,0.0,0.0
712888,10.0,27.0,17.0,28.0
712891,1.0,1.0,3.0,1.0
712892,1.0,3.0,3.0,5.0
712894,63.0,52.0,66.0,101.0
712895,63.0,50.0,63.0,111.0
712898,1.0,14.0,16.0,41.0
712899,24.0,50.0,49.0,80.0
712901,4.0,7.0,4.0,9.0
712915,1.0,11.0,1.0,14.0
712917,11.0,12.0,16.0,14.0
712923,14.0,17.0,23.0,33.0
712925,126.0,0.0,0.0,0.0
712929,150.0,60.0,84.0,112.0
712930,12.0,4.0,4.0,7.0
712931,25.0,27.0,17.0,25.0
712935,9.0,39.0,53.0,104.0
712936,42.0,51.0,91.0,173.0
712939,45.0,96.0,118.0,218.0
712940,6.0,11.0,9.0,23.0
712948,0.0,0.0,0.0,1.0
712949,10.0,8.0,11.0,28.0
712953,0.0,1.0,0.0,0.0
712958,5.0,7.0,10.0,12.0
712959,9.0,14.0,8.0,20.0
712961,10.0,9.0,11.0,20.0
712962,4.0,9.0,8.0,7.0
712964,18.0,18.0,23.0,29.0
712965,3.0,8.0,5.0,9.0
712968,10.0,12.0,9.0,21.0
712971,3.0,8.0,4.0,14.0
712978,0.0,0.0,0.0,0.0
712986,0.0,0.0,0.0,0.0
712988,22.0,32.0,27.0,35.0
713011,4.0,1.0,6.0,4.0
713014,0.0,0.0,0.0,0.0
713015,44.0,75.0,77.0,135.0
713016,0.0,0.0,0.0,0.0
713017,15.0,19.0,18.0,17.0
713018,47.0,36.0,37.0,31.0
713019,27.0,30.0,17.0,20.0
713021,12.0,18.0,17.0,25.0
713022,6.0,11.0,12.0,32.0
713023,91.0,114.0,108.0,186.0
713027,3.0,7.0,8.0,11.0
713029,1.0,2.0,1.0,5.0
713031,4.0,10.0,12.0,8.0
713032,11.0,12.0,7.0,15.0
713034,3.0,2.0,8.0,16.0
713040,0.0,0.0,0.0,0.0
713056,15.0,13.0,19.0,24.0
713060,0.0,0.0,0.0,0.0
713070,11.0,5.0,12.0,22.0
713071,7.0,16.0,17.0,49.0
713079,17.0,7.0,14.0,21.0
713080,29.0,32.0,35.0,44.0
713086,22.0,9.0,15.0,21.0
713089,0.0,0.0,0.0,0.0
713100,0.0,0.0,0.0,0.0
713108,13.0,21.0,24.0,46.0
713117,17.0,11.0,24.0,43.0
713119,4.0,9.0,9.0,9.0
713125,2.0,14.0,20.0,22.0
713129,0.0,0.0,0.0,0.0
713131,0.0,0.0,0.0,0.0
713141,0.0,0.0,0.0,0.0
713142,2.0,8.0,10.0,39.0
713146,3.0,0.0,1.0,0.0
713149,12.0,17.0,9.0,16.0
713150,15.0,14.0,16.0,23.0
713152,5.0,11.0,3.0,13.0
713153,0.0,0.0,0.0,0.0
713154,0.0,0.0,0.0,0.0
713156,1.0,0.0,0.0,1.0
713161,5.0,28.0,18.0,32.0
713164,15.0,25.0,19.0,43.0
713167,1.0,10.0,7.0,5.0
713184,17.0,36.0,52.0,65.0
713185,0.0,0.0,2.0,4.0
713190,17.0,26.0,28.0,34.0
713191,3.0,15.0,4.0,16.0
713192,8.0,13.0,18.0,27.0
713194,11.0,9.0,21.0,21.0
713199,3.0,6.0,1.0,11.0
713206,0.0,0.0,0.0,0.0
713207,4.0,4.0,6.0,11.0
713210,3.0,6.0,5.0,14.0
713219,0.0,0.0,0.0,0.0
713224,0.0,0.0,0.0,0.0
713227,23.0,34.0,60.0,113.0
713232,24.0,39.0,40.0,63.0
713233,33.0,43.0,59.0,92.0
713236,0.0,0.0,0.0,1.0
713238,1.0,1.0,0.0,0.0
713246,4.0,3.0,2.0,4.0
713247,4.0,12.0,7.0,14.0
713248,11.0,8.0,9.0,8.0
713249,3.0,6.0,11.0,10.0
713250,8.0,8.0,9.0,17.0
713253,16.0,18.0,10.0,16.0
713256,8.0,5.0,10.0,6.0
713260,28.0,29.0,40.0,61.0
713269,1.0,2.0,2.0,2.0
713272,11.0,19.0,23.0,56.0
713277,9.0,8.0,12.0,25.0
713283,3.0,8.0,6.0,17.0
713287,38.0,34.0,48.0,55.0
713291,3.0,4.0,9.0,21.0
713292,1.0,0.0,1.0,0.0
713299,0.0,3.0,2.0,7.0
713301,2.0,18.0,10.0,23.0
713302,7.0,20.0,25.0,38.0
713303,12.0,14.0,17.0,18.0
713306,10.0,30.0,21.0,45.0
713307,3.0,3.0,6.0,8.0
713310,10.0,17.0,4.0,10.0
713316,4.0,14.0,3.0,11.0
713317,0.0,1.0,1.0,2.0
713321,1.0,0.0,5.0,3.0
713333,4.0,15.0,12.0,20.0
713337,12.0,23.0,16.0,28.0
713340,1.0,2.0,2.0,2.0
713341,5.0,9.0,16.0,15.0
713344,135.0,19.0,19.0,22.0
713347,18.0,32.0,25.0,34.0
713354,3.0,2.0,2.0,13.0
713356,0.0,2.0,3.0,3.0
713362,6.0,7.0,4.0,10.0
713363,0.0,0.0,0.0,0.0
713364,130.0,109.0,124.0,267.0
713367,20.0,1.0,3.0,8.0
713369,0.0,0.0,0.0,0.0
713374,0.0,4.0,3.0,0.0
713376,4.0,6.0,3.0,7.0
713386,0.0,0.0,0.0,0.0
713389,7.0,17.0,28.0,55.0
713391,12.0,13.0,18.0,20.0
713394,22.0,32.0,45.0,50.0
713398,5.0,15.0,12.0,15.0
713410,3.0,4.0,13.0,19.0
713413,9.0,21.0,28.0,43.0
713419,8.0,9.0,12.0,20.0
713421,16.0,23.0,25.0,28.0
713422,0.0,0.0,0.0,0.0
713423,14.0,7.0,1.0,3.0
713432,0.0,0.0,0.0,0.0
713446,0.0,0.0,0.0,0.0
713450,6.0,8.0,9.0,26.0
713451,60.0,83.0,69.0,62.0
713453,3.0,2.0,2.0,7.0
713456,3.0,6.0,5.0,13.0
713459,6.0,12.0,8.0,5.0
713461,0.0,1.0,1.0,1.0
713464,0.0,0.0,0.0,0.0
713466,39.0,44.0,36.0,56.0
713467,10.0,20.0,23.0,26.0
713469,2.0,2.0,6.0,5.0
713475,0.0,3.0,6.0,5.0
713478,15.0,9.0,19.0,28.0
713481,0.0,0.0,0.0,1.0
713484,15.0,40.0,41.0,88.0
713489,3.0,7.0,6.0,12.0
713493,9.0,12.0,16.0,27.0
713499,10.0,17.0,28.0,31.0
713502,7.0,9.0,20.0,29.0
713506,8.0,21.0,11.0,26.0
713508,1.0,7.0,7.0,12.0
713509,11.0,11.0,22.0,35.0
713512,3.0,1.0,0.0,0.0
713521,0.0,0.0,2.0,1.0
713537,0.0,0.0,0.0,0.0
713538,0.0,0.0,0.0,0.0
713539,16.0,34.0,56.0,92.0
713543,0.0,1.0,0.0,0.0
713555,4.0,5.0,10.0,8.0
713562,75.0,167.0,127.0,176.0
713572,14.0,22.0,21.0,43.0
713575,8.0,11.0,9.0,24.0
713579,34.0,90.0,100.0,129.0
713582,4.0,6.0,6.0,11.0
713588,14.0,11.0,8.0,16.0
713591,25.0,47.0,51.0,59.0
713603,3.0,3.0,8.0,16.0
713605,5.0,17.0,15.0,25.0
713607,4.0,7.0,13.0,19.0
713608,12.0,19.0,18.0,48.0
713610,7.0,11.0,5.0,8.0
713613,15.0,17.0,10.0,20.0
713616,7.0,15.0,17.0,26.0
713617,0.0,0.0,0.0,0.0
713618,7.0,11.0,13.0,23.0
713620,8.0,17.0,31.0,41.0
713621,16.0,29.0,35.0,50.0
713622,13.0,11.0,24.0,38.0
713624,4.0,3.0,11.0,8.0
713625,14.0,5.0,8.0,16.0
713637,0.0,0.0,0.0,0.0
713653,18.0,12.0,18.0,41.0
713655,5.0,9.0,11.0,15.0
713657,9.0,21.0,22.0,25.0
713659,6.0,9.0,7.0,16.0
713661,72.0,69.0,79.0,104.0
713664,11.0,18.0,23.0,33.0
713666,2.0,14.0,15.0,35.0
713669,1.0,4.0,9.0,26.0
713673,4.0,3.0,3.0,6.0
713677,0.0,3.0,2.0,3.0
713680,1.0,0.0,1.0,0.0
713684,0.0,1.0,0.0,0.0
713687,2.0,2.0,7.0,5.0
713688,3.0,7.0,13.0,13.0
713690,20.0,16.0,28.0,28.0
713695,0.0,0.0,1.0,0.0
713698,656.0,61.0,83.0,149.0
713703,16.0,24.0,28.0,48.0
713710,44.0,60.0,41.0,76.0
713712,2.0,3.0,4.0,4.0
713713,20.0,41.0,34.0,36.0
713714,4.0,9.0,6.0,18.0
713718,1.0,1.0,2.0,4.0
713719,0.0,1.0,6.0,12.0
713721,0.0,0.0,0.0,0.0
713722,7.0,10.0,19.0,35.0
713723,113.0,11.0,18.0,31.0
713727,2.0,3.0,4.0,7.0
713736,11.0,18.0,19.0,39.0
713738,6.0,10.0,14.0,14.0
713739,4.0,5.0,3.0,10.0
713742,2.0,13.0,13.0,18.0
713744,6.0,6.0,14.0,14.0
713746,0.0,0.0,1.0,0.0
713748,41.0,48.0,48.0,84.0
713766,0.0,0.0,0.0,0.0
713769,14.0,38.0,29.0,45.0
713770,0.0,1.0,1.0,1.0
713771,7.0,7.0,8.0,13.0
713775,35.0,63.0,84.0,131.0
713778,44.0,58.0,41.0,81.0
713784,20.0,29.0,30.0,55.0
713792,2.0,4.0,8.0,8.0
713793,11.0,19.0,9.0,26.0
713800,2.0,10.0,8.0,26.0
713802,1.0,6.0,6.0,4.0
713819,200.0,76.0,83.0,130.0
713820,20.0,39.0,65.0,93.0
713822,6.0,10.0,18.0,20.0
713830,35.0,55.0,60.0,99.0
713833,22.0,22.0,12.0,20.0
713835,2.0,10.0,12.0,40.0
713840,5.0,10.0,8.0,7.0
713841,25.0,0.0,0.0,0.0
713842,59.0,63.0,73.0,116.0
713843,8.0,18.0,8.0,16.0
713844,42.0,4.0,8.0,18.0
713845,7.0,1.0,1.0,2.0
713847,5.0,11.0,6.0,10.0
713849,11.0,18.0,17.0,13.0
713850,2.0,3.0,9.0,12.0
713851,10.0,5.0,3.0,4.0
713853,13.0,31.0,21.0,32.0
713857,16.0,29.0,30.0,36.0
713859,4.0,7.0,8.0,13.0
713860,22.0,8.0,18.0,21.0
713862,10.0,4.0,8.0,9.0
713863,8.0,12.0,17.0,19.0
713864,44.0,34.0,52.0,57.0
713868,28.0,21.0,26.0,38.0
713869,7.0,1.0,4.0,11.0
713873,27.0,30.0,39.0,73.0
713875,6.0,10.0,15.0,17.0
713879,0.0,4.0,4.0,4.0
713880,2.0,1.0,3.0,8.0
713887,13.0,19.0,22.0,42.0
713888,2.0,0.0,1.0,1.0
713891,21.0,33.0,35.0,56.0
713900,5.0,8.0,6.0,19.0
713901,0.0,0.0,0.0,0.0
713904,1.0,0.0,0.0,0.0
713927,4.0,6.0,8.0,11.0
713929,6.0,14.0,6.0,15.0
713933,3.0,5.0,7.0,11.0
713934,1.0,9.0,8.0,9.0
713937,9.0,18.0,14.0,24.0
713948,4.0,7.0,17.0,32.0
713950,7.0,16.0,14.0,21.0
713952,1.0,2.0,2.0,7.0
713957,2.0,2.0,1.0,1.0
713959,14.0,18.0,20.0,44.0
713962,1.0,1.0,3.0,7.0
713964,0.0,0.0,0.0,0.0
713974,22.0,40.0,43.0,68.0
713976,6.0,10.0,9.0,13.0
713977,1.0,7.0,8.0,12.0
713980,0.0,0.0,0.0,0.0
713985,0.0,0.0,0.0,0.0
713990,0.0,1.0,5.0,1.0
714005,4.0,9.0,8.0,17.0
714006,118.0,6.0,3.0,9.0
714012,18.0,45.0,47.0,90.0
714025,19.0,21.0,15.0,23.0
714033,6.0,8.0,6.0,9.0
714040,0.0,0.0,0.0,0.0
714044,1.0,13.0,18.0,47.0
714046,0.0,0.0,0.0,0.0
714051,10.0,20.0,38.0,68.0
714054,13.0,45.0,44.0,60.0
714057,8.0,14.0,15.0,22.0
714068,5.0,11.0,10.0,17.0
714069,1.0,3.0,4.0,9.0
714070,0.0,1.0,0.0,1.0
714072,0.0,0.0,0.0,0.0
714076,25.0,31.0,34.0,79.0
714087,1.0,1.0,6.0,7.0
714089,0.0,0.0,0.0,0.0
714090,3.0,10.0,11.0,29.0
714096,12.0,15.0,16.0,18.0
714101,1.0,4.0,9.0,14.0
714107,0.0,0.0,0.0,0.0
714111,16.0,36.0,32.0,43.0
714122,18.0,18.0,11.0,14.0
714129,20.0,15.0,13.0,27.0
714130,19.0,22.0,16.0,20.0
714134,17.0,35.0,33.0,37.0
714136,8.0,21.0,12.0,21.0
714137,14.0,10.0,22.0,33.0
714138,25.0,34.0,41.0,43.0
714141,0.0,0.0,0.0,0.0
714146,7.0,13.0,7.0,13.0
714147,5.0,6.0,9.0,20.0
714149,8.0,6.0,5.0,9.0
714194,1.0,1.0,5.0,16.0
714196,8.0,16.0,31.0,46.0
714206,8.0,14.0,24.0,62.0
714212,11.0,20.0,18.0,31.0
714219,13.0,18.0,21.0,39.0
714225,45.0,65.0,83.0,98.0
714226,2.0,20.0,17.0,20.0
714229,32.0,7.0,12.0,19.0
714232,136.0,88.0,97.0,157.0
714233,26.0,16.0,13.0,27.0
714242,2.0,11.0,9.0,19.0
714243,4.0,7.0,17.0,21.0
714245,0.0,2.0,1.0,2.0
714246,8.0,18.0,16.0,26.0
714247,10.0,18.0,17.0,27.0
714253,14.0,16.0,10.0,7.0
714254,0.0,0.0,0.0,0.0
714255,2.0,7.0,6.0,5.0
714260,51.0,1.0,13.0,16.0
714261,8.0,1.0,0.0,1.0
714267,7.0,15.0,24.0,33.0
714268,5.0,10.0,19.0,22.0
714269,2.0,6.0,8.0,8.0
714272,0.0,0.0,0.0,0.0
714274,3.0,7.0,9.0,12.0
714275,10.0,19.0,12.0,26.0
714277,5.0,5.0,7.0,14.0
714278,15.0,17.0,23.0,35.0
714285,1.0,9.0,12.0,21.0
714286,4.0,5.0,16.0,19.0
714299,5.0,16.0,13.0,24.0
714304,7.0,20.0,21.0,31.0
714305,14.0,15.0,30.0,46.0
714326,0.0,0.0,0.0,0.0
714334,52.0,72.0,48.0,74.0
714336,0.0,0.0,0.0,1.0
714337,4.0,13.0,10.0,20.0
714339,41.0,48.0,67.0,91.0
714340,0.0,0.0,0.0,0.0
714341,12.0,10.0,18.0,12.0
714343,3.0,14.0,9.0,16.0
714344,29.0,29.0,38.0,46.0
714348,0.0,0.0,0.0,0.0
714350,9.0,6.0,10.0,22.0
714351,0.0,6.0,5.0,8.0
714355,68.0,62.0,65.0,113.0
714356,0.0,0.0,0.0,0.0
714357,10.0,13.0,10.0,19.0
714360,12.0,8.0,10.0,28.0
714361,10.0,15.0,9.0,10.0
714362,9.0,3.0,7.0,18.0
714364,72.0,79.0,91.0,122.0
714367,9.0,7.0,11.0,17.0
714370,6.0,14.0,21.0,25.0
714378,0.0,0.0,0.0,0.0
714379,1.0,2.0,8.0,18.0
714380,5.0,6.0,5.0,4.0
714383,12.0,31.0,31.0,51.0
714384,12.0,20.0,27.0,21.0
714389,14.0,31.0,40.0,45.0
714391,3.0,1.0,3.0,7.0
714401,3.0,8.0,2.0,11.0
714404,4.0,9.0,13.0,17.0
714408,113.0,46.0,45.0,129.0
714409,9.0,25.0,24.0,42.0
714411,3.0,7.0,6.0,10.0
714413,18.0,33.0,39.0,68.0
714421,11.0,0.0,6.0,5.0
714434,0.0,0.0,1.0,2.0
714443,139.0,50.0,43.0,51.0
714444,5.0,11.0,10.0,9.0
714446,9.0,10.0,15.0,16.0
714452,0.0,0.0,0.0,0.0
714454,50.0,59.0,69.0,145.0
714458,0.0,1.0,2.0,1.0
714459,0.0,1.0,0.0,1.0
714461,8.0,18.0,16.0,29.0
714465,6.0,20.0,12.0,14.0
714466,13.0,6.0,11.0,16.0
714468,4.0,7.0,3.0,7.0
714469,13.0,22.0,19.0,40.0
714480,0.0,1.0,0.0,1.0
714481,8.0,12.0,10.0,7.0
714482,19.0,76.0,65.0,125.0
714483,15.0,44.0,49.0,52.0
714485,6.0,13.0,16.0,19.0
714489,0.0,0.0,0.0,0.0
714490,2.0,11.0,7.0,7.0
714491,10.0,17.0,7.0,13.0
714493,0.0,0.0,0.0,0.0
714494,10.0,16.0,10.0,17.0
714495,3.0,8.0,3.0,26.0
714496,1.0,0.0,0.0,0.0
714500,14.0,38.0,38.0,111.0
714516,17.0,22.0,32.0,57.0
714519,7.0,6.0,12.0,7.0
714525,0.0,0.0,0.0,0.0
714527,0.0,0.0,0.0,0.0
714531,0.0,0.0,0.0,0.0
714532,15.0,26.0,14.0,14.0
714537,16.0,31.0,20.0,29.0
714540,9.0,9.0,9.0,8.0
714542,7.0,8.0,9.0,10.0
714561,0.0,1.0,0.0,1.0
714566,7.0,9.0,13.0,22.0
714567,13.0,22.0,22.0,36.0
714569,2.0,5.0,0.0,3.0
714571,6.0,13.0,9.0,24.0
714572,22.0,23.0,32.0,50.0
714573,7.0,15.0,16.0,33.0
714574,3.0,5.0,13.0,21.0
714576,23.0,17.0,19.0,28.0
714577,20.0,16.0,12.0,16.0
714581,4.0,7.0,14.0,16.0
714582,30.0,18.0,26.0,31.0
714583,12.0,18.0,6.0,18.0
714584,6.0,24.0,20.0,21.0
714586,55.0,17.0,22.0,43.0
714587,53.0,64.0,67.0,78.0
714589,34.0,41.0,36.0,70.0
714591,2.0,6.0,6.0,11.0
714593,6.0,10.0,16.0,14.0
714596,4.0,7.0,5.0,9.0
714600,14.0,12.0,17.0,22.0
714604,4.0,3.0,6.0,10.0
714606,7.0,9.0,16.0,23.0
714607,4.0,18.0,12.0,32.0
714612,3.0,8.0,3.0,13.0
714613,2.0,3.0,3.0,10.0
714614,23.0,19.0,14.0,17.0
714615,10.0,5.0,10.0,6.0
714618,20.0,22.0,19.0,31.0
714621,22.0,1.0,9.0,6.0
714622,7.0,14.0,8.0,3.0
714623,15.0,13.0,25.0,22.0
714624,1.0,0.0,0.0,0.0
714625,15.0,11.0,15.0,7.0
714626,15.0,7.0,12.0,8.0
714629,0.0,0.0,0.0,0.0
714637,12.0,21.0,18.0,29.0
714638,0.0,0.0,1.0,3.0
714639,8.0,7.0,3.0,8.0
714647,3.0,9.0,9.0,18.0
714653,3.0,8.0,18.0,15.0
714655,1.0,15.0,17.0,44.0
714664,10.0,15.0,10.0,10.0
714665,29.0,59.0,60.0,104.0
714675,0.0,0.0,0.0,0.0
714684,1.0,0.0,0.0,0.0
714687,1.0,4.0,2.0,5.0
714689,6.0,5.0,6.0,9.0
714690,3.0,4.0,5.0,6.0
714691,4.0,14.0,26.0,31.0
714705,5.0,10.0,13.0,33.0
714709,14.0,42.0,42.0,61.0
714710,26.0,23.0,18.0,34.0
714721,0.0,0.0,0.0,0.0
714737,2.0,9.0,9.0,15.0
714738,6.0,5.0,5.0,10.0
714739,30.0,42.0,59.0,72.0
714740,13.0,5.0,7.0,4.0
714746,28.0,16.0,17.0,30.0
714751,4.0,4.0,6.0,10.0
714757,7.0,7.0,7.0,14.0
714758,8.0,17.0,14.0,40.0
714761,12.0,26.0,32.0,62.0
714762,3.0,1.0,5.0,5.0
714765,56.0,64.0,79.0,84.0
714775,5.0,14.0,17.0,23.0
714777,15.0,0.0,0.0,1.0
714783,0.0,0.0,0.0,0.0
714785,0.0,0.0,0.0,0.0
714789,12.0,24.0,14.0,42.0
714794,0.0,0.0,0.0,0.0
714798,47.0,0.0,0.0,0.0
714803,0.0,0.0,0.0,0.0
714813,8.0,19.0,15.0,17.0
